applicant_id,safra,region,age,income,employment,cpf_valido,vl_negativacao,vl_vencido_scr,vl_protestos,true_pd,actual_default,legacy_score,score_2,score_3,score_4,score_5,approved,score_decile,take_up_rate,hired,sample
7278,2025-03,Nordeste,30,2963,Assalariado,True,0,121438,0,0.004110924584448387,0,766,527,726,557,628,0,6,0.59,0,OOT
7279,2024-10,Sul,51,2186,Desempregado,True,0,0,0,0.008070552421185937,0,440,268,338,273,279,0,2,0.83,0,DEV
7280,2024-10,Nordeste,24,2513,Autônomo,True,0,0,96,0.8819424114193377,1,612,646,843,741,810,0,8,0.47,0,DEV
7281,2024-12,Sudeste,24,2707,Assalariado,True,396,1359,0,0.9948161221114267,1,59,121,76,113,106,0,1,0.8899999999999999,0,DEV
7282,2024-05,Norte,64,2877,Assalariado,True,0,0,0,7.61883250834995e-05,0,920,960,946,965,959,1,9,0.4099999999999999,0,DEV
7283,2025-01,Norte,16,3246,Autônomo,True,0,46,0,0.030567639559862272,0,693,713,720,766,748,0,7,0.53,0,OOT
7284,2024-01,Sudeste,37,2891,Assalariado,True,0,284,0,0.060992788416183434,0,731,798,677,850,662,0,6,0.59,0,DEV
7285,2024-03,Sul,63,7404,Autônomo,True,248,0,0,0.22714286124717917,0,172,259,246,169,138,0,1,0.8899999999999999,0,DEV
7286,2025-03,Sudeste,37,1578,Autônomo,True,0,0,0,0.9765644496064007,1,313,77,240,126,255,0,2,0.83,0,OOT
7287,2024-12,Sul,56,1948,Assalariado,True,453,120,0,0.9549473934985351,1,415,463,288,433,341,0,3,0.77,0,DEV
7288,2024-04,Nordeste,47,6739,Assalariado,True,0,0,0,0.30398964180663485,1,474,582,500,607,535,0,5,0.6499999999999999,0,DEV
7289,2024-08,Norte,37,2224,Assalariado,True,1942,0,0,0.0059346139551189,0,896,889,784,855,860,1,8,0.47,0,DEV
7290,2024-01,Sudeste,36,4268,Autônomo,True,0,0,554,0.6936601902108425,1,168,78,74,228,118,0,1,0.8899999999999999,0,DEV
7291,2025-01,Nordeste,16,2647,Autônomo,True,0,0,0,0.8074571860748705,1,496,574,462,547,634,0,6,0.59,0,OOT
7292,2025-02,Nordeste,33,2128,Autônomo,True,0,0,0,0.004615612043634981,0,839,833,919,821,915,1,9,0.4099999999999999,0,OOT
7293,2024-06,Sudeste,41,4410,Assalariado,True,0,0,0,0.021114132025673107,0,542,703,531,613,663,0,6,0.59,0,DEV
7294,2024-07,Sul,41,3331,Assalariado,True,0,0,897,0.5924001876867154,0,379,485,538,504,536,0,5,0.6499999999999999,0,DEV
7295,2024-05,Nordeste,72,972,Autônomo,True,0,0,0,0.023926309138448655,0,832,886,905,855,881,1,8,0.47,0,DEV
7296,2024-08,Nordeste,41,2708,Assalariado,True,0,0,0,0.5037762030761814,1,205,167,159,128,163,0,1,0.8899999999999999,0,DEV
7297,2024-05,Norte,46,1343,Desempregado,True,63,0,0,0.9671996939781927,1,572,259,450,418,395,0,3,0.77,0,DEV
7298,2024-05,Sudeste,54,5232,Assalariado,True,3082,0,0,0.08111267694085778,0,807,765,748,468,701,1,6,0.59,1,DEV
7299,2024-08,Sudeste,45,6989,Assalariado,True,1257,0,792,0.26007348795689034,0,565,722,415,572,687,0,6,0.59,0,DEV
7300,2025-04,Sudeste,36,7512,Autônomo,True,0,0,0,0.06596789340663764,0,492,291,730,440,353,0,3,0.77,0,OOT
7301,2025-02,Sudeste,36,3024,Autônomo,True,0,0,0,0.19343775394959237,0,103,217,237,199,133,0,1,0.8899999999999999,0,OOT
7302,2024-06,Sul,33,1850,Assalariado,True,790,0,0,0.9906656568602102,1,129,264,89,252,165,0,1,0.8899999999999999,0,DEV
7303,2025-05,Centro-Oeste,44,2960,Assalariado,True,0,0,0,0.10836018995907343,0,247,264,321,330,338,0,3,0.77,0,OOT
7304,2024-04,Sudeste,35,1388,Autônomo,True,0,0,0,0.03725925144989117,0,448,237,393,217,392,0,3,0.77,0,DEV
7305,2025-05,Nordeste,46,9969,Assalariado,True,0,0,0,0.013202739131511645,0,530,450,743,683,419,0,4,0.71,0,OOT
7306,2024-06,Sudeste,23,4997,Assalariado,True,0,0,0,0.2516363623813177,1,792,776,740,630,677,1,6,0.59,1,DEV
7307,2024-10,Sudeste,40,2929,Autônomo,True,0,0,0,0.03424012393379858,0,916,945,955,917,914,1,9,0.4099999999999999,1,DEV
7308,2024-04,Centro-Oeste,59,4439,Assalariado,True,0,0,0,0.48555973882788644,1,759,676,867,768,676,0,6,0.59,0,DEV
7309,2025-02,Nordeste,34,1817,Autônomo,True,0,0,0,0.2921523260045876,0,787,801,792,811,773,0,7,0.53,0,OOT
7310,2024-06,Sudeste,63,1255,Assalariado,True,0,0,0,0.0833451497524259,0,329,509,471,502,356,0,3,0.77,0,DEV
7311,2025-04,Centro-Oeste,40,646,Autônomo,True,0,0,0,0.011101673694562756,0,450,503,365,561,688,0,6,0.59,0,OOT
7312,2024-02,Sul,37,2565,Assalariado,True,3839,158,0,0.9024518735149201,1,170,296,241,447,269,0,2,0.83,0,DEV
7313,2024-10,Sudeste,39,2154,Assalariado,True,1397,1159,0,0.30973437181541025,0,493,594,666,577,588,0,5,0.6499999999999999,0,DEV
7314,2024-03,Sul,33,3332,Assalariado,True,0,0,0,0.3311780645086243,0,567,683,590,811,677,0,6,0.59,0,DEV
7315,2025-05,Nordeste,16,2459,Assalariado,True,0,0,0,0.005092075695007023,0,940,877,903,935,917,0,9,0.4099999999999999,0,OOT
7316,2024-08,Sudeste,50,3243,Autônomo,True,197,6410,0,0.9116700731580474,1,305,199,273,223,201,0,2,0.83,0,DEV
7317,2025-01,Centro-Oeste,68,3970,Assalariado,True,0,0,0,0.5124798109771964,1,639,686,612,599,684,0,6,0.59,0,OOT
7318,2025-04,Sul,44,1016,Assalariado,True,0,0,0,0.1309173916744895,0,664,629,664,705,638,0,6,0.59,0,OOT
7319,2024-10,Sul,45,4110,Desempregado,True,1167,0,6955,0.9968875340203485,1,130,422,163,173,180,0,1,0.8899999999999999,0,DEV
7320,2024-02,Centro-Oeste,35,1912,Assalariado,True,130,1062,0,0.8193558500096996,0,134,107,165,105,117,0,1,0.8899999999999999,0,DEV
7321,2024-04,Sul,54,3329,Assalariado,True,0,0,0,0.010007747067152795,0,280,653,598,486,453,0,4,0.71,0,DEV
7322,2024-04,Sudeste,37,4506,Assalariado,True,0,0,0,0.0022207271506439314,0,840,882,701,772,911,1,9,0.4099999999999999,0,DEV
7323,2025-05,Sudeste,41,4525,Autônomo,True,0,0,0,0.6302186285688652,1,303,313,362,367,317,0,3,0.77,0,OOT
7324,2025-05,Sudeste,16,2637,Assalariado,True,387,0,0,0.12735407107041583,1,334,774,378,446,429,0,4,0.71,0,OOT
7325,2024-09,Sudeste,30,2716,Assalariado,True,0,0,0,0.05054379168846461,0,475,432,530,561,294,0,3,0.77,0,DEV
7326,2025-05,Sudeste,43,4167,Autônomo,True,0,0,0,0.017800981468173764,0,642,590,749,718,671,0,6,0.59,0,OOT
7327,2024-05,Sul,50,991,Assalariado,True,0,0,264,0.9204569615378744,1,36,103,52,111,55,0,0,0.95,0,DEV
7328,2025-01,Sudeste,51,1378,Empresário,True,0,0,0,0.00015179805513445248,0,839,939,870,934,841,1,8,0.47,0,OOT
7329,2024-08,Sudeste,16,2064,Assalariado,True,0,0,0,0.7492056097334862,1,214,208,134,160,138,0,1,0.8899999999999999,0,DEV
7330,2024-05,Sul,17,1096,Assalariado,True,0,0,0,0.05520554593622226,1,123,310,245,299,182,0,1,0.8899999999999999,0,DEV
7331,2024-05,Sudeste,46,2073,Assalariado,True,503,0,0,0.9925670398327161,1,79,67,56,128,67,0,0,0.95,0,DEV
7332,2024-08,Sul,27,2006,Assalariado,True,0,0,0,0.5178528159408101,0,403,505,529,482,545,0,5,0.6499999999999999,0,DEV
7333,2024-07,Nordeste,50,2571,Assalariado,True,942,0,0,0.03352159110965547,0,369,372,439,493,533,0,5,0.6499999999999999,0,DEV
7334,2024-04,Sudeste,16,2358,Assalariado,True,12,0,0,0.9857710179789337,1,220,230,212,410,236,0,2,0.83,0,DEV
7335,2024-07,Sudeste,36,4636,Assalariado,True,0,0,0,0.010892656607180749,0,563,680,705,625,745,0,7,0.53,0,DEV
7336,2024-03,Sul,37,3441,Empresário,True,0,0,0,0.2689812172415102,0,409,587,696,473,589,0,5,0.6499999999999999,0,DEV
7337,2025-06,Sudeste,44,2338,Empresário,True,715,0,0,0.5381180831279984,1,319,188,215,169,230,0,2,0.83,0,OOT
7338,2024-07,Sul,23,1998,Assalariado,True,0,200,1955,0.9999481859461219,1,6,3,3,2,3,0,0,0.95,0,DEV
7339,2024-02,Nordeste,16,2371,Assalariado,True,0,0,0,0.01675239036134144,0,747,801,693,616,676,0,6,0.59,0,DEV
7340,2024-11,Sul,40,2397,Empresário,True,3450,0,0,0.0008257203083170704,0,838,763,862,735,860,1,8,0.47,0,DEV
7341,2025-04,Sudeste,45,11061,Assalariado,True,0,0,0,0.002598637915265091,0,844,807,841,897,885,1,8,0.47,1,OOT
7342,2024-07,Norte,52,1017,Assalariado,True,0,3958,0,0.7760734684919826,1,372,199,252,286,255,0,2,0.83,0,DEV
7343,2025-04,Sudeste,32,1400,Autônomo,True,0,3010,0,0.09031671187744532,0,932,893,878,958,895,1,8,0.47,1,OOT
7344,2024-11,Centro-Oeste,48,1282,Assalariado,True,0,0,0,0.0025486435867478896,0,901,898,885,962,901,1,9,0.4099999999999999,0,DEV
7345,2025-02,Nordeste,44,2868,Assalariado,True,174,0,3349,0.8429634807702341,1,276,382,408,280,280,0,2,0.83,0,OOT
7346,2024-06,Sudeste,56,2801,Empresário,True,0,0,0,0.548173417178262,0,457,318,309,362,351,0,3,0.77,0,DEV
7347,2024-01,Sudeste,37,1730,Assalariado,True,0,0,0,1.8466337580390405e-05,0,917,940,891,930,908,1,9,0.4099999999999999,1,DEV
7348,2024-07,Sudeste,16,4178,Autônomo,True,0,0,0,0.25417376122154667,0,603,450,492,511,659,0,6,0.59,0,DEV
7349,2025-05,Centro-Oeste,37,3046,Empresário,True,0,0,0,0.1592211729616455,0,522,286,380,248,373,0,3,0.77,0,OOT
7350,2025-03,Sudeste,39,4284,Assalariado,True,0,0,0,0.48299117423616766,0,645,256,423,313,532,0,5,0.6499999999999999,0,OOT
7351,2025-03,Centro-Oeste,45,5024,Empresário,True,0,0,0,0.004707555977103611,0,714,834,752,613,755,0,7,0.53,0,OOT
7352,2025-04,Sul,16,679,Assalariado,True,0,0,0,0.984271264606381,1,8,7,18,6,11,0,0,0.95,0,OOT
7353,2024-07,Sul,33,3682,Empresário,True,0,0,0,0.10500394302209551,1,639,766,715,679,526,0,5,0.6499999999999999,0,DEV
7354,2024-06,Sul,50,1125,Assalariado,True,186,0,0,0.5593995961680537,1,342,531,279,266,274,0,2,0.83,0,DEV
7355,2025-05,Sudeste,36,2834,Assalariado,True,0,0,0,0.018081342228228887,0,836,890,826,866,804,1,7,0.53,0,OOT
7356,2024-11,Sudeste,33,2336,Autônomo,True,0,0,101,0.9136242903326784,1,664,215,358,536,349,0,3,0.77,0,DEV
7357,2024-06,Norte,64,2396,Empresário,True,1041,0,0,0.9984592535209702,1,122,79,92,65,52,0,0,0.95,0,DEV
7358,2024-06,Sudeste,23,1184,Autônomo,True,0,0,0,0.11153118604169318,1,419,509,419,472,432,0,4,0.71,0,DEV
7359,2025-04,Centro-Oeste,55,4529,Autônomo,True,14242,0,0,0.7861682486714361,1,298,408,327,352,347,0,3,0.77,0,OOT
7360,2024-01,Norte,52,1125,Desempregado,True,437,0,0,0.9262870500431135,1,159,56,81,237,162,0,1,0.8899999999999999,0,DEV
7361,2024-02,Sudeste,34,3828,Assalariado,True,0,3240,0,0.9875680245510112,0,145,80,109,138,132,0,1,0.8899999999999999,0,DEV
7362,2025-02,Sul,37,1033,Empresário,True,0,0,0,0.7265673887641164,1,566,459,529,652,612,0,5,0.6499999999999999,0,OOT
7363,2024-01,Sudeste,37,2414,Assalariado,True,0,0,0,0.2414034242984725,0,583,554,567,650,490,0,4,0.71,0,DEV
7364,2024-04,Sul,40,7205,Assalariado,True,0,0,0,0.274152866651292,0,897,895,829,880,934,1,9,0.4099999999999999,1,DEV
7365,2025-06,Norte,29,10066,Assalariado,True,0,0,0,0.6839089635009376,0,550,612,583,537,674,0,6,0.59,0,OOT
7366,2024-08,Centro-Oeste,32,924,Empresário,True,4699,0,0,0.9811125575747941,1,60,43,51,65,73,0,0,0.95,0,DEV
7367,2025-02,Centro-Oeste,33,1599,Assalariado,True,0,3136,0,0.986024636973675,1,54,94,135,78,45,0,0,0.95,0,OOT
7368,2024-09,Sudeste,33,1783,Assalariado,True,0,365,164,0.22974744400604516,0,577,442,312,431,399,0,4,0.71,0,DEV
7369,2024-02,Sul,33,9443,Assalariado,True,0,0,0,0.996384411248237,1,36,44,92,74,45,0,0,0.95,0,DEV
7370,2024-04,Sudeste,16,2342,Assalariado,True,0,0,0,0.33777279828265383,0,702,604,594,558,451,0,4,0.71,0,DEV
7371,2025-02,Centro-Oeste,39,4650,Assalariado,True,236,0,0,0.6599308142695828,1,253,245,117,182,144,0,1,0.8899999999999999,0,OOT
7372,2024-02,Sudeste,30,2921,Assalariado,True,437,0,0,0.8140147589406636,0,180,145,213,262,201,0,2,0.83,0,DEV
7373,2024-11,Sudeste,16,1188,Empresário,True,0,0,0,0.6805044336962741,0,389,178,336,143,241,0,2,0.83,0,DEV
7374,2024-07,Sudeste,33,799,Empresário,True,0,838,0,0.8534462794842141,0,247,213,265,135,147,0,1,0.8899999999999999,0,DEV
7375,2024-07,Sudeste,32,1689,Autônomo,True,690,0,0,0.06406463091107284,0,866,935,898,864,902,1,9,0.4099999999999999,0,DEV
7376,2025-06,Sudeste,55,9799,Assalariado,True,1081,0,0,0.2755058764799187,1,429,317,309,223,424,0,4,0.71,0,OOT
7377,2024-11,Sudeste,30,2848,Empresário,True,0,0,0,0.0807574288978574,0,306,556,225,284,296,0,3,0.77,0,DEV
7378,2024-12,Centro-Oeste,47,4594,Assalariado,True,0,0,0,0.6596059039887627,1,570,754,578,758,601,0,5,0.6499999999999999,0,DEV
7379,2024-07,Nordeste,57,1042,Assalariado,True,0,0,0,0.21502330775041678,1,564,412,626,651,620,0,6,0.59,0,DEV
7380,2024-07,Sudeste,29,2007,Assalariado,True,0,0,0,0.1322045540148843,1,890,881,833,897,833,1,8,0.47,1,DEV
7381,2025-01,Nordeste,37,3894,Assalariado,True,0,0,0,0.23274672639506408,0,361,334,159,356,372,0,3,0.77,0,OOT
7382,2024-01,Sudeste,62,1268,Assalariado,True,0,0,0,0.8796798916202989,1,350,177,380,257,177,0,1,0.8899999999999999,0,DEV
7383,2024-05,Nordeste,41,2348,Assalariado,True,695,0,0,0.00013204151423127684,0,982,959,971,972,937,1,9,0.4099999999999999,1,DEV
7384,2024-11,Sudeste,43,1439,Autônomo,True,0,0,0,0.33307980326967623,0,672,680,809,653,744,0,7,0.53,0,DEV
7385,2024-12,Sul,32,4007,Autônomo,True,0,0,0,0.024545352542439825,0,937,880,889,923,878,1,8,0.47,1,DEV
7386,2024-02,Sudeste,47,3099,Assalariado,True,0,0,0,0.00033545905379639483,0,895,932,907,832,879,1,8,0.47,1,DEV
7387,2025-03,Sudeste,37,3677,Assalariado,True,0,0,0,0.003578299773849165,0,769,736,818,862,707,0,6,0.59,0,OOT
7388,2024-10,Sul,16,4116,Autônomo,True,0,0,0,0.007700961329399019,0,563,561,594,666,673,0,6,0.59,0,DEV
7389,2024-05,Nordeste,33,2128,Assalariado,True,0,0,0,0.031843671530722296,0,664,625,645,513,656,0,6,0.59,0,DEV
7390,2025-02,Nordeste,21,4455,Assalariado,True,0,0,0,0.02926534764830128,0,994,981,991,988,983,1,9,0.4099999999999999,0,OOT
7391,2025-06,Sudeste,39,1713,Autônomo,True,368,0,0,0.37280443376656447,1,251,195,375,326,285,0,2,0.83,0,OOT
7392,2024-08,Sul,25,3552,Assalariado,True,0,0,0,0.4224749173526198,0,324,375,393,323,311,0,3,0.77,0,DEV
7393,2024-06,Nordeste,44,748,Assalariado,True,0,20,0,0.4602575241067162,1,722,633,680,710,606,0,5,0.6499999999999999,0,DEV
7394,2024-06,Sudeste,38,1559,Assalariado,True,0,8790,0,0.20188005340327278,0,786,550,745,804,659,0,6,0.59,0,DEV
7395,2024-11,Sudeste,20,9793,Assalariado,True,1919,0,0,0.5694095896096728,1,218,234,311,338,297,0,3,0.77,0,DEV
7396,2024-01,Sudeste,31,3521,Assalariado,True,1087,0,0,0.5918589328934551,1,392,393,459,425,397,0,3,0.77,0,DEV
7397,2024-09,Sudeste,46,3522,Autônomo,True,0,0,0,0.7299021141605255,0,595,694,804,518,707,0,6,0.59,0,DEV
7398,2024-01,Sudeste,54,1488,Assalariado,True,74,0,0,0.030408778425677956,0,929,965,965,923,951,1,9,0.4099999999999999,1,DEV
7399,2024-01,Sudeste,25,1265,Assalariado,True,2780,0,0,0.9964079811890442,1,347,136,100,237,129,0,1,0.8899999999999999,0,DEV
7400,2024-08,Sul,22,2082,Empresário,True,749,0,0,0.5079129545922447,1,211,354,325,158,173,0,1,0.8899999999999999,0,DEV
7401,2025-02,Nordeste,65,2344,Assalariado,True,1111,0,0,0.40373478397716095,0,624,472,281,319,464,0,4,0.71,0,OOT
7402,2025-04,Nordeste,37,7697,Desempregado,True,0,0,0,0.05250128367859824,0,648,646,696,614,511,0,5,0.6499999999999999,0,OOT
7403,2024-02,Nordeste,39,4497,Assalariado,True,0,0,0,0.002027214810021458,0,966,931,968,973,976,1,9,0.4099999999999999,1,DEV
7404,2024-05,Sudeste,27,2605,Assalariado,True,3025,0,0,0.015488794706109591,0,737,513,516,437,617,0,6,0.59,0,DEV
7405,2024-08,Norte,41,2538,Autônomo,True,0,0,0,0.9642261674085463,1,102,80,29,68,63,0,0,0.95,0,DEV
7406,2024-11,Nordeste,62,3846,Empresário,True,0,0,89,0.9765428924541223,1,48,49,37,37,32,0,0,0.95,0,DEV
7407,2025-06,Sul,41,1106,Autônomo,True,0,0,0,0.4692176689580453,1,93,94,189,196,96,0,0,0.95,0,OOT
7408,2025-01,Sudeste,52,770,Autônomo,True,0,0,935,0.14224552779638305,1,608,494,483,480,636,0,6,0.59,0,OOT
7409,2024-10,Sul,38,3812,Autônomo,True,0,0,0,0.04969056309558899,0,679,675,483,571,618,0,6,0.59,0,DEV
7410,2024-02,Sul,23,2548,Assalariado,True,0,0,0,0.001991214875731589,0,717,607,591,497,576,0,5,0.6499999999999999,0,DEV
7411,2024-02,Nordeste,28,1110,Autônomo,True,0,0,0,0.027909681933788393,0,568,605,438,625,462,0,4,0.71,0,DEV
7412,2024-03,Nordeste,22,694,Assalariado,True,0,0,0,0.0042583898368422505,0,914,912,921,821,858,1,8,0.47,0,DEV
7413,2024-12,Centro-Oeste,41,4172,Assalariado,True,0,0,0,0.030241108073299126,0,749,821,762,778,744,0,7,0.53,0,DEV
7414,2024-06,Norte,55,1784,Assalariado,True,0,0,0,0.0646505544113914,0,530,466,409,429,438,0,4,0.71,0,DEV
7415,2024-05,Sul,40,3103,Assalariado,True,1368,0,0,0.030160631492167488,0,463,349,503,522,430,0,4,0.71,0,DEV
7416,2025-01,Norte,33,2083,Assalariado,True,0,0,0,0.00844561303436776,0,933,956,866,913,936,1,9,0.4099999999999999,1,OOT
7417,2025-03,Centro-Oeste,26,2390,Assalariado,True,280,0,0,0.1852692370977568,0,661,329,332,388,349,0,3,0.77,0,OOT
7418,2024-08,Sudeste,42,1710,Assalariado,True,0,0,175,0.7333949157784945,1,768,796,857,703,739,0,7,0.53,0,DEV
7419,2025-04,Sul,20,2331,Autônomo,True,0,0,0,0.9092260150189001,1,131,339,306,189,218,0,2,0.83,0,OOT
7420,2025-02,Sudeste,22,3450,Assalariado,True,0,0,0,0.027452702798486904,0,370,348,405,267,188,0,1,0.8899999999999999,0,OOT
7421,2025-01,Sudeste,50,2068,Assalariado,True,762,0,0,0.6192065272837455,1,498,229,267,152,275,0,2,0.83,0,OOT
7422,2025-04,Sudeste,34,1998,Autônomo,True,0,0,1048,0.9638774770546313,1,95,89,180,136,121,0,1,0.8899999999999999,0,OOT
7423,2024-04,Sul,33,3514,Assalariado,True,0,0,0,0.1561503116480113,0,736,830,730,734,587,0,5,0.6499999999999999,0,DEV
7424,2025-02,Sudeste,35,3657,Assalariado,True,0,0,1362,0.9748687803618994,1,46,63,54,60,51,0,0,0.95,0,OOT
7425,2025-06,Sudeste,48,1233,Empresário,True,0,0,0,0.18901701804940177,1,567,355,632,601,581,0,5,0.6499999999999999,0,OOT
7426,2025-06,Sudeste,40,2398,Autônomo,True,0,254,700,0.8822099810923122,0,96,102,163,184,94,0,0,0.95,0,OOT
7427,2024-11,Nordeste,27,1782,Assalariado,True,0,0,0,0.5470047660008579,0,584,540,570,543,528,0,5,0.6499999999999999,0,DEV
7428,2025-02,Centro-Oeste,28,2460,Assalariado,True,0,8,0,0.9884250805542824,1,18,47,27,32,35,0,0,0.95,0,OOT
7429,2025-04,Norte,35,5769,Assalariado,True,0,0,0,0.0014305131471003838,0,935,772,913,876,951,1,9,0.4099999999999999,1,OOT
7430,2025-04,Sudeste,42,3027,Assalariado,True,0,4235,0,0.7038333315669086,1,211,247,149,276,227,0,2,0.83,0,OOT
7431,2025-05,Sudeste,37,8942,Assalariado,True,896,0,0,0.07311690679447068,0,857,687,582,690,624,1,6,0.59,1,OOT
7432,2025-03,Centro-Oeste,36,2784,Assalariado,True,555,432,0,0.03717828743094248,0,746,509,530,741,585,0,5,0.6499999999999999,0,OOT
7433,2024-07,Sudeste,38,2208,Desempregado,True,0,1330,0,0.7644381661122603,1,97,157,102,132,105,0,1,0.8899999999999999,0,DEV
7434,2025-02,Norte,37,2411,Autônomo,True,0,0,0,0.04933787345581465,0,717,598,657,545,471,0,4,0.71,0,OOT
7435,2024-08,Nordeste,27,2658,Autônomo,True,18006,2412,0,0.5279433568897448,0,233,183,130,173,121,0,1,0.8899999999999999,0,DEV
7436,2025-03,Sul,53,2962,Autônomo,True,0,0,0,0.17033505754165493,1,197,216,303,247,180,0,1,0.8899999999999999,0,OOT
7437,2025-03,Sudeste,31,1345,Autônomo,True,0,0,3010,0.9802260660941685,1,76,132,141,78,143,0,1,0.8899999999999999,0,OOT
7438,2025-05,Sudeste,39,2121,Assalariado,True,0,0,0,0.0033262010153298537,0,415,546,623,479,325,0,3,0.77,0,OOT
7439,2024-11,Sul,16,1580,Empresário,True,367,0,0,0.6674490177556069,1,282,453,635,342,546,0,5,0.6499999999999999,0,DEV
7440,2024-09,Sudeste,34,4526,Autônomo,True,102,0,0,0.9456603327646357,1,243,171,178,253,154,0,1,0.8899999999999999,0,DEV
7441,2024-03,Centro-Oeste,22,768,Autônomo,True,0,0,0,0.3938430867855013,1,894,731,900,818,792,1,7,0.53,1,DEV
7442,2024-12,Sul,24,2681,Assalariado,True,0,0,0,0.12580517067168404,0,923,861,907,924,892,1,8,0.47,0,DEV
7443,2024-11,Sudeste,71,981,Assalariado,True,0,0,0,0.07013371091744927,0,456,299,347,506,305,0,3,0.77,0,DEV
7444,2024-10,Sudeste,41,3163,Assalariado,True,0,0,0,0.00018693399579562984,0,975,970,978,982,987,1,9,0.4099999999999999,0,DEV
7445,2025-01,Sul,55,1921,Assalariado,True,50,0,0,0.0015734362009237354,0,915,919,873,901,915,1,9,0.4099999999999999,0,OOT
7446,2025-04,Sudeste,49,820,Autônomo,True,0,0,0,0.7203394144314209,1,305,591,315,541,593,0,5,0.6499999999999999,0,OOT
7447,2024-03,Nordeste,51,4295,Empresário,True,0,0,385,0.9947007154760681,1,82,83,48,86,63,0,0,0.95,0,DEV
7448,2024-08,Sul,35,539,Autônomo,True,329,0,0,0.9785237782717356,1,105,76,80,65,87,0,0,0.95,0,DEV
7449,2025-02,Nordeste,60,2395,Assalariado,True,1167,0,0,0.9927459887606955,1,77,44,49,79,60,0,0,0.95,0,OOT
7450,2025-03,Sudeste,49,3694,Assalariado,True,0,0,0,0.032711753015097794,0,673,623,799,848,688,0,6,0.59,0,OOT
7451,2025-03,Sudeste,38,5574,Assalariado,True,0,5196,696,0.9689331268823136,1,87,203,84,137,143,0,1,0.8899999999999999,0,OOT
7452,2025-03,Centro-Oeste,41,928,Assalariado,True,0,0,0,0.00505810606613806,0,890,749,922,914,864,1,8,0.47,0,OOT
7453,2025-04,Nordeste,36,1790,Assalariado,True,866,0,0,0.03119516462635742,0,612,687,537,605,588,0,5,0.6499999999999999,0,OOT
7454,2025-06,Nordeste,38,4675,Assalariado,True,0,21,23,0.9452801053978773,1,29,25,52,40,34,0,0,0.95,0,OOT
7455,2024-11,Sul,37,4869,Assalariado,True,0,0,0,0.009009580638538333,0,815,728,666,665,528,1,5,0.6499999999999999,1,DEV
7456,2024-05,Centro-Oeste,43,5262,Assalariado,True,0,0,0,0.01804375326292158,0,552,771,560,603,632,0,6,0.59,0,DEV
7457,2024-11,Sudeste,62,11349,Assalariado,True,2158,0,0,0.3227848946242819,1,880,884,641,865,887,1,8,0.47,0,DEV
7458,2025-01,Sudeste,21,1798,Empresário,True,0,0,0,0.8528051658041547,0,316,256,314,224,195,0,2,0.83,0,OOT
7459,2024-02,Nordeste,53,3051,Desempregado,True,2864,0,0,0.8471193122583025,1,306,316,424,500,428,0,4,0.71,0,DEV
7460,2025-02,Sudeste,32,1983,Autônomo,True,0,0,0,0.0233259658338725,0,450,725,727,716,724,0,7,0.53,0,OOT
7461,2024-10,Nordeste,55,746,Assalariado,True,0,0,0,0.1770892107601705,0,239,332,220,189,301,0,3,0.77,0,DEV
7462,2025-05,Sudeste,33,2312,Assalariado,True,1933,0,0,0.8141794517993831,1,128,265,84,148,120,0,1,0.8899999999999999,0,OOT
7463,2024-04,Sudeste,43,737,Assalariado,True,0,0,0,0.018675427537455443,0,868,789,863,780,812,1,8,0.47,0,DEV
7464,2025-05,Sudeste,35,1785,Autônomo,True,567,0,0,0.02521725555197413,0,840,956,870,825,874,1,8,0.47,1,OOT
7465,2024-09,Centro-Oeste,16,1011,Autônomo,True,0,0,0,0.027360683260472793,0,853,737,783,783,818,0,8,0.47,0,DEV
7466,2024-11,Nordeste,62,3175,Autônomo,True,0,0,0,0.9790338425853825,1,287,188,119,116,83,0,0,0.95,0,DEV
7467,2024-12,Sudeste,24,1529,Assalariado,True,772,0,0,0.11327250248218679,1,626,677,751,746,649,0,6,0.59,0,DEV
7468,2024-11,Sudeste,39,836,Desempregado,True,2956,0,0,0.8733526436820971,1,382,308,266,542,281,0,2,0.83,0,DEV
7469,2025-05,Sudeste,23,4102,Autônomo,True,1434,0,0,0.0027763967046446326,0,941,829,897,900,892,1,8,0.47,0,OOT
7470,2024-04,Sudeste,19,1698,Assalariado,True,0,0,0,0.9969732780704896,1,72,149,127,71,125,0,1,0.8899999999999999,0,DEV
7471,2025-02,Nordeste,35,1883,Assalariado,True,0,0,0,0.03612333389489816,0,687,848,634,740,764,0,7,0.53,0,OOT
7472,2025-06,Sudeste,29,1357,Assalariado,True,0,0,0,0.3916959294835678,1,348,361,399,218,322,0,3,0.77,0,OOT
7473,2024-04,Sudeste,21,4863,Assalariado,True,0,0,0,0.12707447441872466,0,450,666,697,503,564,0,5,0.6499999999999999,0,DEV
7474,2024-05,Sudeste,37,2870,Assalariado,True,0,0,0,0.00784270438878592,0,947,955,965,983,964,1,9,0.4099999999999999,1,DEV
7475,2024-09,Sul,17,1689,Autônomo,True,344,0,0,0.8905219380516274,1,271,212,313,309,321,0,3,0.77,0,DEV
7476,2025-02,Nordeste,39,774,Assalariado,True,0,0,0,0.03520035205065333,0,819,914,809,922,896,1,8,0.47,1,OOT
